title,videoIDS,video_description,publishedDate,likes,dislikes,views,comment
PRESENT STEALING & ELF PARTY  | VLOGMAS,zID4eCpr2dw,"PRESENT STEALING & ELF PARTY
❄ Vlogmas Day 13 2017
❄ Previous Day: http://bit.ly/2AZHvE2
❄ Main Channel: http://bit.ly/2n34AgF

Who I'm With:
❄ Alfie: http://bit.ly/1OmfE3n

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing:
❄ *Scarf - ASOS - http://bit.ly/2ktKson
❄ *Hat - ASOS - http://bit.ly/2zX7VZM
❄ *Coat - New Look - (similar) http://bit.ly/2krIPHS
❄ *Striped Top - ASOS - http://bit.ly/2ku5nb3
❄ Elf Onesies - Primark - http://bit.ly/2bDQJuX

❄ Intro by: http://raynimation.com

Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-12-14T14:41:15Z,50249,445,1226285,0
GIFT GIVING & PIZZA MAKING | VLOGMAS,RC7ZmH-gjTc,"GIFT GIVING & PIZZA MAKING
❄ Vlogmas Day 12 2017
❄ Previous Day: http://bit.ly/2Akccmo
❄ Main Channel: http://bit.ly/2n34AgF

Who I'm With:
❄ Alfie: http://bit.ly/1OmfE3n
❄ Ryan: http://bit.ly/2nXe42G
❄ Karol: http://bit.ly/2AjEf58
❄ Tanya: http://bit.ly/1INueKG  
❄ Jim: http://bit.ly/1U4KzAR 

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing:
❄ *Navy Jumper - ASOS - (similar) http://bit.ly/2AS5GV2
❄ *Puffer Jacket - Urban Outfitters - http://bit.ly/2A6jbD8
❄ Boots - Prada
❄ *Jeans - ASOS - http://bit.ly/2x0GXhV
❄ White T Shirt - H&M - http://bit.ly/2z83bP1
❄ PJ's - Matalan - http://bit.ly/2AJRwrl
❄ Trainers - Yeezys

❄ Intro by: http://raynimation.com

Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-12-13T15:17:02Z,64483,603,2048378,0
SNOW FAIL & CHRISTMAS BAKING | VLOGMAS,7X8FHdduwFE,"SNOW FAIL & CHRISTMAS BAKING
❄ This video contains paid for advertorial for Waitrose for the #ChristmasTogether campaign
❄ Vlogmas Day 11 2017
❄ Previous Day: http://bit.ly/2kqo67j
❄ Main Channel: http://bit.ly/2n34AgF

Who I'm With:
❄ Poppy: http://bit.ly/1TcuKZX
❄ Alfie: http://bit.ly/1OmfE3n

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing:

❄ Hat - Missguided - (similar) http://bit.ly/2A81BPr
❄ Scarf - Topshop - http://bit.ly/2zVcKml
❄ Jumper - ASOS - http://bit.ly/2AxbsOZ
❄ Jeans - Topshop Joni - http://bit.ly/2APuAat

❄ Intro by: http://raynimation.com


Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-12-12T14:20:35Z,58009,513,1541709,0
NASTY SURPRISE & AMAZING NIGHT OUT | VLOGMAS,TOeWI-HClI8,"NASTY SURPRISE & AMAZING NIGHT OUT
❄ Vlogmas Day 10 2017
❄ Previous Day: http://bit.ly/2BzPI54
❄ Main Channel: http://bit.ly/2n34AgF
❄ SUGGLIFE XMAS JUMPERS - http://bit.ly/2BUL8Lw

Who I'm With:
❄ Joe: http://bit.ly/1T4E9Vz
❄ Mark: http://bit.ly/1PyjfL9
❄ Holly: http://bit.ly/2zohHTA
❄ Alfie: http://bit.ly/1OmfE3n

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing:
❄ Pink Jumper - Urban Outfitters - (similar) http://bit.ly/2yeWC9q
❄ Penguin Pj's - Matalan - http://bit.ly/2AJRwrl
❄ SuggLife Jumper - http://bit.ly/2BUL8Lw
❄ Hat - Ocado - http://bit.ly/2C4cEWY
❄ *T Shirt - Alexa Chung - http://bit.ly/2h3tX52
❄ *Joni Jeans - Topshop - http://bit.ly/2APuAat
❄ *Boots - & Other Stories - http://bit.ly/2AuuTI7
❄ *Leopard Print Jacket - ASOS - http://bit.ly/2h3A354

❄ Intro by: http://raynimation.com

Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-12-11T13:59:37Z,61686,615,1324904,0
ANXIETY CHIT CHAT & HILARIOUS HUMMING | VLOGMAS,9lxPDsKWoOE,"ANXIETY CHIT CHAT & HILARIOUS HUMMING
❄ Vlogmas Day 9 2017
❄ Previous Day: http://bit.ly/2BsNDYz
❄ GRWM Everyday Festive Glam: http://bit.ly/2nRKhZa

Who I'm With:
❄ Sean: http://bit.ly/28KESa4
❄ Alfie: http://bit.ly/1OmfE3n
❄ Holly: http://bit.ly/2zohHTA

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing:
❄ *PJ's - Monki ASOS - http://bit.ly/2yTHx0L
❄ Striped T shirt - H&M: http://bit.ly/2jwy6fH
❄ *Jacket - Urban Outfitters - http://bit.ly/2A6jbD8
Coat - Ducie - 
❄ *Hat - MissGuided: (similar) http://bit.ly/2A81BPr
❄ *Scarf - Topshop: http://bit.ly/2zVcKml

❄ Intro by: http://raynimation.com

Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-12-10T10:30:38Z,54452,471,1231704,0
SORTING OUT MY WARDROBE | VLOGMAS,sJ9k1pZb8VM,"SORTING OUT MY WARDROBE
❄ Vlogmas Day 8 2017
❄ Previous Day: http://bit.ly/2B395Tk
❄ Main Channel: http://bit.ly/2n34AgF

Who I'm With:
❄ Poppy: http://bit.ly/1TcuKZX
❄ Alfie: http://bit.ly/1OmfE3n

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing/Using:
❄ *Polo Neck - Topshop: http://bit.ly/2yaucgT
❄ *Jeans - Bershka ASOS - http://bit.ly/2yTxcli
❄ *PJ's - Monki ASOS - http://bit.ly/2yTHx0L
❄ Zoella Snowella Bubble Bath - http://bit.ly/2jiCvpK

❄ Intro by: http://raynimation.com

Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-12-09T15:11:40Z,67513,629,1767655,0
AMERICAN CHRISTMAS BOX SWAP | VLOGMAS,oXE-ssvbhQA,"AMERICAN CHRISTMAS BOX SWAP
❄ Vlogmas Day 7 2017
❄ Previous Day: http://bit.ly/2A7mNRr
❄ Main Channel: http://bit.ly/2n34AgF

SuggLife Christmas Jumpers - http://bit.ly/2BUL8Lw

Who I'm With:

❄ Alfie: http://bit.ly/1OmfE3n
❄Joey & Daniels Video: http://bit.ly/2iDZ2Jo


--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing:

❄ Christmas Jumper - SuggLife - http://bit.ly/2BUL8Lw
❄ Pj's - Matalan: http://bit.ly/2BLbuPQ
❄ White Xmas Jumper - ASOS (last year): http://bit.ly/2kHIPYh
❄ Striped T shirt - H&M: http://bit.ly/2jwy6fH
❄ Coat - Urban Outfitters: http://bit.ly/2A6jbD8
❄ Hat - Primark: http://bit.ly/2bDQJuX

❄ Intro by: http://raynimation.com


Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-12-08T12:48:37Z,72188,747,1698562,0
THE BEST SURPRISE CHRISTMAS GIFT | VLOGMAS,SAAmm71dhec,"THE BEST SURPRISE CHRISTMAS GIFT
❄ Vlogmas Day 6 2017
❄ Previous Day: http://bit.ly/2AC6Cwl
❄ Main Channel: http://bit.ly/2n34AgF

Who I'm With:
❄ Mark: http://bit.ly/1PyjfL9
❄ Sean: http://bit.ly/28KESa4
❄ Poppy: http://bit.ly/1TcuKZX
❄ Alfie: http://bit.ly/1OmfE3n
❄ Lucy & Lydia: http://bit.ly/2h9u3Ww
❄ James Mcvey: http://bit.ly/2iBtS5r
❄ Luke Franks: http://bit.ly/2k6cNRG
❄ Kirstie Brittain: http://bit.ly/2j07LcR

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing:

❄ Pj's - Matalan: http://bit.ly/2BLbuPQ
❄ Green Jumper - Joanie Clothing: http://bit.ly/2pxAT8P
❄ *Joni Jeans - Topshop: http://bit.ly/2APuAat
❄ Hat - Zoella Lifestyle: http://bit.ly/2xLLna4
❄ *Puffer Jacket - Urban Outfitters: http://bit.ly/2A6jbD8
❄ *Black Velvet Jumpsuit - Monki at ASOS: http://bit.ly/2AB7p2M
❄ *Silver Blazer - Topshop: http://bit.ly/2ABWXrK

❄ Zoella Beauty Snowella Range - http://bit.ly/2w7Dvx0
❄ *Windle & Moodie Shampoo & Conditioner - http://bit.ly/2joqj3C & http://bit.ly/2jq7BZf
❄ *Oskia Renaissance Cleanser - http://bit.ly/2ADAw5G
❄ Soap & Glory UltiMelt Cleanser - http://bit.ly/2zXaC9z
❄ Maria Nila Shampoo & Conditioner for Colour Treated Hair - http://bit.ly/2ymfftZ
❄ *La Roche Posay Effaclar Duo - http://bit.ly/2gagmVp
❄ Lixir Universal Emulsion Moisturiser - http://bit.ly/2Al1b89
❄ Collection Lasting Perfection Concealer -  http://bit.ly/1WnPZYN
❄ *Urban Decay Naked Concealer - http://bit.ly/2jq9vcl
❄ *BareMinerals Original Foundation - http://bit.ly/2ADD57O
❄ *Charlotte Tilbury Filmstar Bronze & Glow - http://bit.ly/2zswryy 
❄ *Tanya Burr Cosmetics Illuminating Powder in Peonies Please - http://bit.ly/2xRjoER
❄ *Benefit Precision Brow Eyebrow Pencil - http://bit.ly/2AB9bks
❄ *Benefit 24 Hour Browsetter Brow Gel - http://bit.ly/2ACoE3V
❄ *Smith & Cult Lash Dance Mascara - http://bit.ly/2wPfHjF
❄ Colorpop Liquid Matte Lip ""Lil Pump"" (nude shade) - http://bit.ly/2zXohh5
❄ Colorpop Liquid Matte Lip ""Star Crossed"" (red shade in the evening) - http://bit.ly/2zWL64j

❄ Xmas Stockings - Matalan - http://bit.ly/2zY82TO
❄ Teppanyaki Grill (used for pancakes) - http://bit.ly/2iBviwU
❄ *Pre-Lit Pencil Xmas Tree - John Lewis -http://bit.ly/2AB9try

❄ Intro by: http://raynimation.com

Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-12-07T14:39:03Z,67897,473,1539728,0
DECORATING THE TREE & LUNCH DATE | VLOGMAS,JqA6TZW9-0w,"DECORATING THE TREE & LUNCH DATE
❄ Vlogmas Day 5 2017
❄ Previous Day: http://bit.ly/2AWz8LS
❄ Main Channel: http://bit.ly/2n34AgF

Who I'm With:
❄ Alfie: http://bit.ly/1OmfE3n

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

❄ *Red Tree Top - Monki - ASOS: http://bit.ly/2AwgART
❄ Coat - Ducie
❄ *Jeans - ASOS: http://bit.ly/2x0GXhV
❄ *Hat - MissGuided: (similar) http://bit.ly/2A81BPr
❄ *Black Cardigan - Lazy Oaf: http://bit.ly/2ABmm2X
❄ Lipstick - Colorpop Hello Kitty “Ribbon”: http://bit.ly/2jaK2Sk
❄ *7ft Pre-Lit Christmas Tree - John Lewis: http://bit.ly/2Ayiodq
❄ *Tapestry Decoration - John Lewis: http://bit.ly/2AvYhfS
❄ *Star Bauble - John Lewis: http://bit.ly/2ACmS0C
❄ *Love Decoration - The White Company: http://bit.ly/2AyOBku
❄ *Snowflake Decorations - The White Company: http://bit.ly/2AClTNY
❄ Pj's - Matalan: http://bit.ly/2BLbuPQ
❄ *Alfies Pj's - Asos: http://bit.ly/2AYCvSY

❄ Intro by: http://raynimation.com

Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-12-06T10:19:02Z,62298,737,1528463,0
WE BOUGHT TWO CHRISTMAS TREES! | VLOGMAS,I9S8gpRu2YM,"WE BOUGHT TWO CHRISTMAS TREES!
❄ Vlogmas Day 4 2017
❄ Previous Day: http://bit.ly/2BKQMQg
❄ Main Channel: http://bit.ly/2n34AgF

Who I'm With:
❄ Sean: http://bit.ly/28KESa4
❄ Poppy: http://bit.ly/1TcuKZX
❄ Alfie: http://bit.ly/1OmfE3n

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing:
❄ *Hat - MissGuided: (similar) http://bit.ly/2A81BPr
❄ Jacket - Zara: (similar) http://bit.ly/2inGoFJ
❄ *Polo Neck - Topshop: http://bit.ly/2B1t3y0
❄ *Joni Jeans - Topshop: http://bit.ly/2APuAat
❄ *Boots - Topshop: (similar) http://bit.ly/2A6igCG
❄ *Puffer Jacket - Urban Outfitters: http://bit.ly/2A6jbD8
❄ *Lipstick - NYX: http://bit.ly/2AZs4hX
❄ Pj's - Matalan: http://bit.ly/2BLbuPQ
❄ *Alfies Pj's - Asos: http://bit.ly/2AYCvSY
❄ Bedding - George at Asda: http://bit.ly/2zPbfSw

❄ Intro by: http://raynimation.com


Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-12-05T13:37:43Z,62121,493,1420510,0
THIS CAN'T BE NORMAL? | VLOGMAS,k9PdgjmQcKI,"THIS CAN'T BE NORMAL?
❄ Vlogmas Day 3 2017
❄ Previous Day: http://bit.ly/2AJ40zr
❄ Main Channel: http://bit.ly/2n34AgF

Opening Alfies Advent: http://bit.ly/2AKQafN
Joey & Daniels Christmas Box Opening: http://bit.ly/2zMgeU4

Who I'm With:
❄ Mark: http://bit.ly/1PyjfL9
❄ Sean: http://bit.ly/28KESa4
❄ Poppy: http://bit.ly/1TcuKZX
❄ Alfie: http://bit.ly/1OmfE3n

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing:
❄ Penguin Pj's - Matalan - http://bit.ly/2AJRwrl
❄ *Pink Coat - Topshop - http://bit.ly/2ATDwvA
❄ Jumper - Zara - http://bit.ly/2A14d1o
❄ *Black Jeans - Joni Topshop - http://bit.ly/2APuAat
❄ Striped T Shirt - Primark - http://bit.ly/2bDQJuX

❄ Intro by: http://raynimation.com


Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-12-04T14:39:11Z,68353,872,1467956,0
FIVE GO EXPLORING IN EDINBURGH | VLOGMAS,5IIepAxSoJk,"FIVE GO EXPLORING IN EDINBURGH
❄ Vlogmas Day 2 2017
❄ Previous Vlog: http://bit.ly/2jHWIBs
❄ Main Channel: http://bit.ly/2n34AgF

Who I'm With:
❄ Mark: http://bit.ly/1PyjfL9
❄ Sean: http://bit.ly/28KESa4
❄ Poppy: http://bit.ly/1TcuKZX
❄ Alfie: http://bit.ly/1OmfE3n

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing:
❄ *Red Jumper - Topshop: http://bit.ly/2A0D7Hy (Similar)
❄ *Bobble Hat - Topshop: http://bit.ly/2zYaQ4A
❄ *Baker Boy Hat - ASOS: http://bit.ly/2zX7VZM
❄ Coat - Ducie 
❄ *Jeans - Topshop Joni: http://bit.ly/2APuAat
❄ *Scarf - Topshop: http://bit.ly/2zVcKml
❄ Boots - Prada
❄ Lipstick - Colorpop Hello Kitty “Ribbon”: http://bit.ly/2jaK2Sk

❄ Intro by: http://raynimation.com


Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-12-03T11:03:24Z,71032,602,1622032,0
IT'S BEGINNING TO LOOK A LOT LIKE CHRISTMAS | VLOGMAS,GF7A6pxfCB8,"IT'S BEGINNING TO LOOK A LOT LIKE CHRISTMAS
❄ Vlogmas Day 1 2017
❄ Previous Vlog: http://bit.ly/2ACxBug
❄ Main Channel: http://bit.ly/2n34AgF

Who I'm With:
❄ Mark: http://bit.ly/1PyjfL9
❄ Sean: http://bit.ly/28KESa4
❄ Poppy: http://bit.ly/1TcuKZX
❄ Alfie: http://bit.ly/1OmfE3n
❄ Daniel & Bethany: http://bit.ly/2zQG0cM

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing:
❄ *Bobble Hat - Topshop: http://bit.ly/2zYaQ4A
❄ *Candy Cane Jumper - Topshop: http://bit.ly/2AQH3uz
❄ *Baker Boy Hat - ASOS: http://bit.ly/2zX7VZM
❄ Coat - Ducie 
❄ *Jeans - Topshop Joni: http://bit.ly/2APuAat
❄ *Scarf - Topshop: http://bit.ly/2zVcKml
❄ Boots - Prada
❄ Lipstick - Colorpop Hello Kitty “Ribbon”: http://bit.ly/2jaK2Sk

❄ Intro by: http://raynimation.com

Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-12-02T10:13:45Z,109001,1087,2339446,0
CHRISTMAS ADVERTS & HOW WE MET,A5TPOKoE1_M,"CHRISTMAS ADVERTS & HOW WE MET
Previous Vlog: http://bit.ly/2zITtRF
Main Channel: http://bit.ly/2n34AgF

Who I'm With:
Alfie: http://bit.ly/1OmfE3n
Niomi: http://bit.ly/19GOovf

Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-11-14T20:42:30Z,82982,8717,2186393,0
CHRISTMAS HAS GONE TO MY HEAD,-N5eucPMTTc,"CHRISTMAS HAS GONE TO MY HEAD
Previous Vlog: http://bit.ly/2yQn6Dr
Main Channel: http://bit.ly/2n34AgF

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing:
T Shirt - Zoe Karssen - http://bit.ly/2ABhudK
*Trousers - & Other Stories - http://bit.ly/2zO41C2
*Coat - & Other Stories - http://bit.ly/2zMEWrj
*Hat - ASOS (similar) http://bit.ly/2zM170G
*Converse - http://bit.ly/2wrGiCw

Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-11-10T18:41:46Z,69347,1240,2006816,0
HALLOWEEN HOUSE SHINDIG,MZqn-XNj8oM,"HALLOWEEN HOUSE SHINDIG
Previous Vlog: http://bit.ly/2hdSKPW
Main Channel: http://bit.ly/2n34AgF

Everyone Else In The Video:
Alfie: http://bit.ly/1OmfE3n
Mark: http://bit.ly/1PyjfL9
Poppy: http://bit.ly/1TcuKZX
Sean: http://bit.ly/28KESa4
Holly: http://bit.ly/2zohHTA
Rochelle: http://bit.ly/2m4ei7c
Katie: http://bit.ly/2u0aXIq

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing:
*Stranger Things Jumper - Topshop - http://bit.ly/2ztUX2h
*Skull Hands Jumper - ASOS - http://bit.ly/2zorJUF
*Orange Trousers - ASOS - http://bit.ly/2wrTkzU
Coat - Zara - http://bit.ly/2yzJZuh

Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-11-08T18:09:16Z,54239,677,2012613,0
HALLOWEEN SWAP & LIVE BAKING?,HWpSXFA-Oyg,"HALLOWEEN SWAP & LIVE BAKING?
Previous Vlog: http://bit.ly/2zqpd0A
Main Channel: http://bit.ly/2n34AgF

Treasure Me Gift Set: http://bit.ly/2hz6wh0

Who I'm With/Mention:
Alfie - http://bit.ly/1OmfE3n
Daniel & Joey: http://bit.ly/2zYkZd5
Poppy - http://bit.ly/1TcuKZX
Sean - http://bit.ly/28KESa4
Mark - http://bit.ly/1PyjfL9
Joe - http://bit.ly/1T4E9Vz
Katie - http://bit.ly/2u0aXIq
Jim - http://bit.ly/1U4KzAR 
Louise - http://bit.ly/28Nuth2
Tyler - http://bit.ly/1N9X374

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing:
*Stranger Things T Shirt - Topshop - http://bit.ly/2z6mUPG
*Grey Striped Suit - ASOS - http://bit.ly/2h4aAsu & http://bit.ly/2h4zTe5
*Converse - http://bit.ly/2wrGiCw
*Purple Jumper - ASOS - http://bit.ly/2z57ewa
*Mom Jeans - ASOS - http://bit.ly/2x0GXhV
Rainbow Trainers - Gucci
*Heart T Shirt - Alexa Chung - http://bit.ly/2h3tX52
*MoonNecklace - & Other Stories - http://bit.ly/2z5lRzS
*Leopard Suit - ASOS - http://bit.ly/2h3A354 & http://bit.ly/2z40vmj

Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-11-01T17:56:52Z,73846,672,1669135,0
BIRTHDAY SURPRISES & DISHY BOYFRIEND,pPLz7whmABw,"BIRTHDAY SURPRISES & DISHY BOYFRIEND
Previous Vlog: http://bit.ly/2xWIdng
Main Channel: http://bit.ly/2n34AgF
Tanya's Book: http://amzn.to/2hVxZsy

Who I'm With:
Alfie - http://bit.ly/1OmfE3n
Mark - http://bit.ly/1PyjfL9
Poppy - http://bit.ly/1TcuKZX
Sean - http://bit.ly/28KESa4
Tanya - http://bit.ly/1INueKG  
Joe - http://bit.ly/1T4E9Vz
Jim - http://bit.ly/1U4KzAR 
Niomi - http://bit.ly/19GOovf

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing:
*Jumper - ASOS - http://bit.ly/2yXCSvT
*Mom Jeans - ASOS - http://bit.ly/2x0GXhV
Lipstick - Kylie Cosmetics KOKO Matte Liquid Lipstick “Doll” - http://bit.ly/2gbCK0w
Black Hoody - ZRK London - http://bit.ly/2gYceIJ
*Navy and White Striped T Shirt with Red Collar - Topshop - http://bit.ly/2ipyY8e
*Squirrel PJ Bottoms - Next - http://bit.ly/2wyzB1d
Halloween Outfits - ASDA - http://bit.ly/2xedqxT
SuggLife Jumper - http://bit.ly/2gkNGeU
*Dress - Vero Moda ASOS - http://bit.ly/2itWMrG
*Boots - Faith - http://bit.ly/2yYth8g
Purple Lip - Colorpop ""Moondancer"" - http://bit.ly/2gVp3DT

Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-10-21T18:02:33Z,72780,664,2382687,0
TIME OUT IN A TREEHOUSE,dB-RqoR_MCI,"TIME OUT IN A TREEHOUSE
Previous Vlog: http://bit.ly/2xTfsmq
Main Channel: http://bit.ly/2n34AgF

Who I'm With:
Poppy - http://bit.ly/1TcuKZX
Alfie - http://bit.ly/1OmfE3n
Sean - http://bit.ly/28KESa4

--- Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link —

What I'm Wearing:
*Tinkerbell PJ's - Cath Kidston - http://bit.ly/2gorca8
Bobble Hat - Zoella Lifestyle - http://bit.ly/2xLLna4
Coat - Zara - http://bit.ly/2yzJZuh
*Striped TShirt - ASOS - http://bit.ly/2yweZuQ (similar)
*Cream Cardigan - ASOS - http://bit.ly/2wj4fvA
*Mom Jeans - ASOS - http://bit.ly/2x0GXhV
Colorpop Matte Lip - ""moondancer” - http://bit.ly/2gVp3DT
Green Hat - Primark - http://bit.ly/2bDQJuX
*Pink jumper - Miss Selfridge - http://bit.ly/2yPQGFu
*Black Cat onesie - Next - http://bit.ly/2yvaHUx
*Bikini - ASOS - Top - http://bit.ly/2grp2qD / http://bit.ly/2gpWAVW - Bottoms - http://bit.ly/2gqMfca
Khaki ""HI BYE"" Jumper - H&M - http://bit.ly/2x6IJie

Other Places To Find Me:

MAIN CHANNEL: http://youtube.com/zoella
BLOG : http://www.zoella.co.uk
TWITTER : http://twitter.com/Zoella
INSTAGRAM : http://instagram.com/Zoella
FACEBOOK : http://facebook.com/zoe.zoella
SNAPCHAT : @OfficialZoella",2017-10-20T15:42:16Z,67488,680,2054422,0
